學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
109,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士在職專班,女,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),男,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),女,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199012,高階經營管理碩士在職專班,碩士在職專班,男,35,12,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199012,高階經營管理碩士在職專班,碩士在職專班,女,25,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,上海國際高階經營管理碩士在職專班,碩士在職專班,男,18,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,上海國際高階經營管理碩士在職專班,碩士在職專班,女,13,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,海西國際高階經營管理碩士在職專班,碩士在職專班,男,24,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,海西國際高階經營管理碩士在職專班,碩士在職專班,女,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,國際高階經營管理泰國境外碩士在職專班,碩士在職專班,男,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,國際高階經營管理碩士在職專班泰國班,碩士在職專班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,越南國際高階經營管理碩士在職專班,碩士在職專班,男,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199013,越南國際高階經營管理碩士在職專班,碩士在職專班,女,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199014,高階法律暨管理碩士在職專班,碩士在職專班,男,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199014,高階法律暨管理碩士在職專班,碩士在職專班,女,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04199C04,製商整合服務規劃產業碩士專班,碩士班(日間),男,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,學士班(日間),男,94,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士班(日間),男,18,8,1,0,0,1,3,0,1,1,0,1,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士在職專班,男,57,22,0,0,0,0,20,0,1,0,0,0,0,1,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,學士班(日間),女,122,4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士班(日間),女,32,8,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士在職專班,女,56,11,2,1,0,0,5,0,1,0,0,0,0,1,1,0,0
109,公立,一般大學,0019,國立高雄大學,04211018,法學院博士班,博士班,男,11,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04211018,法學院博士班,博士班,女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(日間),男,85,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(進修),男,72,13,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,碩士班(日間),男,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(日間),女,94,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(進修),女,45,8,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,碩士班(日間),女,17,7,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),男,91,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(進修),男,26,8,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士班(日間),男,21,10,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士在職專班,男,34,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),女,126,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(進修),女,17,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士班(日間),女,14,7,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0
109,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士在職專班,女,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),男,106,7,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,碩士班(日間),男,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),女,81,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,碩士班(日間),女,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,學士班(日間),男,113,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,碩士班(日間),男,23,6,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,學士班(日間),女,53,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,碩士班(日間),女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,學士班(日間),男,152,5,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,碩士班(日間),男,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,學士班(日間),女,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,碩士班(日間),女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),男,168,10,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),男,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,男,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),女,56,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,女,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),男,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),女,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,05499037,應用科學碩士學位學程,碩士班(日間),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),男,92,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),男,19,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),女,97,7,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),女,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,學士班(日間),男,143,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士班(日間),男,35,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士在職專班,男,19,7,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,學士班(日間),女,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士班(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士在職專班,女,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),男,108,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),男,31,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),女,55,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),女,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),男,346,13,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),男,67,14,1,5,2,3,2,0,0,1,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士在職專班,男,25,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,男,10,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),女,55,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),女,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士在職專班,女,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,女,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141038,半導體製造智能化技術產業碩士專班,碩士班(日間),男,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141038,半導體製造智能化技術產業碩士專班,碩士班(日間),女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07141C05,電子構裝整合技術產業碩士專班,碩士班(日間),男,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311005,創意設計與建築學系,碩士班(日間),男,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311005,創意設計與建築學系,碩士在職專班,男,11,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311005,創意設計與建築學系,碩士班(日間),女,0,5,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311005,創意設計與建築學系,碩士在職專班,女,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,學士班(日間),男,56,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士班(日間),男,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士在職專班,男,28,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,學士班(日間),女,45,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士班(日間),女,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士在職專班,女,14,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),男,165,5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),男,22,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),女,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),女,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系原住民專班,學士班(日間),男,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系原住民專班,學士班(日間),女,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),男,149,11,1,1,2,5,1,0,0,1,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),女,34,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),男,144,7,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士班(日間),男,7,5,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士在職專班,男,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),女,101,10,0,0,5,2,2,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士班(日間),女,15,5,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士在職專班,女,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系,學士班(日間),男,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系,學士班(日間),女,135,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育博士班,博士班,男,10,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育博士班,博士班,女,15,4,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育碩士班,碩士班(日間),男,11,6,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育碩士班,碩士班(日間),女,13,15,0,1,0,0,6,0,3,0,0,2,0,2,1,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育博士班,博士班,男,16,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育博士班,博士班,女,7,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育碩士班,碩士班(日間),男,11,5,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育碩士班,碩士班(日間),女,14,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育博士班,博士班,男,48,9,1,0,0,0,3,0,2,0,0,2,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育博士班,博士班,女,51,8,0,0,0,0,2,1,1,0,0,1,0,1,0,0,2
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士在職專班,碩士在職專班,男,23,5,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士在職專班,碩士在職專班,女,60,27,2,1,0,0,9,1,1,0,0,8,0,3,1,0,1
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士班,碩士班(日間),男,17,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士班,碩士班(日間),女,33,12,1,1,0,1,4,0,0,0,0,3,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),男,24,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),女,137,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),男,4,5,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),女,23,10,0,2,0,0,6,1,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系教學碩士學位班,碩士在職專班,男,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系教學碩士學位班,碩士在職專班,女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),男,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士班(日間),男,7,4,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士在職專班,男,24,11,1,0,0,0,5,0,0,0,0,3,0,2,0,0,0
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),女,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士班(日間),女,18,12,0,0,0,0,6,0,0,0,0,4,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士在職專班,女,52,18,0,0,0,0,9,0,3,0,0,5,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),男,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士班(日間),男,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士在職專班,男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),女,165,6,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士班(日間),女,15,10,1,1,0,0,1,0,2,0,0,1,1,0,0,0,3
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士在職專班,女,33,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系學士後學位學程教保員專班,學士班(日間),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系學士後學位學程教保員專班,學士班(日間),女,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),男,129,9,1,1,1,0,3,0,0,1,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士班(日間),男,15,4,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士在職專班,男,19,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),女,53,4,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士班(日間),女,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士在職專班,女,18,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系體育教學碩士學位班,碩士在職專班,男,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,學士班(日間),男,51,6,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1
109,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,碩士班(日間),男,16,5,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0
109,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,學士班(日間),女,172,8,0,0,2,1,2,0,0,0,0,0,1,0,1,0,1
109,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,碩士班(日間),女,30,12,0,2,0,0,4,0,2,0,1,2,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),男,44,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02151018,音樂學系,碩士班(日間),男,12,6,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),女,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02151018,音樂學系,碩士班(日間),女,15,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),男,33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士班(日間),男,15,7,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士在職專班,男,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),女,194,7,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士班(日間),女,34,14,0,1,0,0,7,0,0,0,0,3,0,2,0,0,1
109,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士在職專班,女,15,4,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02199109,原住民族樂舞與藝術學士學位學程,學士班(日間),男,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,02199109,原住民族樂舞與藝術學士學位學程,學士班(日間),女,18,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
109,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),男,128,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
109,公立,一般大學,0020,國立東華大學,02221033,歷史學系,碩士班(日間),男,12,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),女,102,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
109,公立,一般大學,0020,國立東華大學,02221033,歷史學系,碩士班(日間),女,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),男,68,9,0,0,0,2,0,0,1,0,0,0,1,2,0,0,3
109,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士班(日間),男,7,4,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
