學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
105,公立,技專校院,0024,國立屏東科技大學,學士班(進修),女,741,35,0,4,0,4,5,1,1,...,...,...,...,...,...,...,20
105,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),女,510,100,0,7,0,1,29,2,8,...,...,...,...,...,...,...,53
105,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,女,163,22,0,0,0,0,12,1,2,...,...,...,...,...,...,...,7
105,公立,技專校院,0024,國立屏東科技大學,博士班,女,85,18,1,0,0,0,5,0,0,...,...,...,...,...,...,...,12
105,公立,技專校院,0025,國立臺北科技大學,學士班(日間),男,4188,152,5,5,17,49,6,0,0,...,...,...,...,...,...,...,70
105,公立,技專校院,0025,國立臺北科技大學,學士班(進修),男,1345,44,2,0,2,2,28,0,2,...,...,...,...,...,...,...,8
105,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),男,2067,136,8,14,2,13,14,0,2,...,...,...,...,...,...,...,83
105,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,男,1056,148,3,5,2,0,110,0,21,...,...,...,...,...,...,...,7
105,公立,技專校院,0025,國立臺北科技大學,博士班,男,549,130,11,11,4,1,54,0,7,...,...,...,...,...,...,...,42
105,公立,技專校院,0025,國立臺北科技大學,學士班(日間),女,1801,52,5,0,1,16,3,0,0,...,...,...,...,...,...,...,27
105,公立,技專校院,0025,國立臺北科技大學,學士班(進修),女,381,16,0,0,1,2,5,1,0,...,...,...,...,...,...,...,7
105,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),女,667,51,5,10,0,4,6,1,2,...,...,...,...,...,...,...,23
105,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,女,368,57,3,0,2,0,31,3,11,...,...,...,...,...,...,...,7
105,公立,技專校院,0025,國立臺北科技大學,博士班,女,146,26,4,0,1,0,9,2,4,...,...,...,...,...,...,...,6
105,公立,技專校院,0026,國立高雄第一科技大學,學士班(日間),男,2850,101,1,5,15,37,10,0,0,...,...,...,...,...,...,...,33
105,公立,技專校院,0026,國立高雄第一科技大學,碩士班(日間),男,662,95,1,8,7,6,25,0,2,...,...,...,...,...,...,...,46
105,公立,技專校院,0026,國立高雄第一科技大學,碩士在職專班,男,504,79,0,3,1,1,52,0,11,...,...,...,...,...,...,...,11
105,公立,技專校院,0026,國立高雄第一科技大學,博士班,男,178,46,0,0,2,0,30,0,7,...,...,...,...,...,...,...,7
105,公立,技專校院,0026,國立高雄第一科技大學,學士班(日間),女,2872,62,3,4,10,19,9,0,0,...,...,...,...,...,...,...,17
105,公立,技專校院,0026,國立高雄第一科技大學,碩士班(日間),女,403,58,0,8,0,3,22,1,3,...,...,...,...,...,...,...,21
105,公立,技專校院,0026,國立高雄第一科技大學,碩士在職專班,女,212,28,0,0,1,0,16,1,5,...,...,...,...,...,...,...,5
105,公立,技專校院,0026,國立高雄第一科技大學,博士班,女,49,8,0,0,1,2,2,0,0,...,...,...,...,...,...,...,3
105,公立,技專校院,0027,國立高雄應用科技大學,學士班(日間),男,4835,132,6,3,12,24,11,0,0,...,...,...,...,...,...,...,76
105,公立,技專校院,0027,國立高雄應用科技大學,學士班(進修),男,1082,129,2,1,2,63,34,0,1,...,...,...,...,...,...,...,26
105,公立,技專校院,0027,國立高雄應用科技大學,碩士班(日間),男,962,105,7,3,0,11,18,0,1,...,...,...,...,...,...,...,65
105,公立,技專校院,0027,國立高雄應用科技大學,碩士在職專班,男,750,204,0,3,6,72,93,0,7,...,...,...,...,...,...,...,23
105,公立,技專校院,0027,國立高雄應用科技大學,博士班,男,230,29,1,0,1,0,19,0,1,...,...,...,...,...,...,...,7
105,公立,技專校院,0027,國立高雄應用科技大學,學士班(日間),女,2697,54,6,1,2,19,3,0,1,...,...,...,...,...,...,...,22
105,公立,技專校院,0027,國立高雄應用科技大學,學士班(進修),女,630,70,4,1,0,28,22,1,4,...,...,...,...,...,...,...,10
105,公立,技專校院,0027,國立高雄應用科技大學,碩士班(日間),女,340,31,0,2,4,5,7,0,2,...,...,...,...,...,...,...,11
105,公立,技專校院,0027,國立高雄應用科技大學,碩士在職專班,女,447,88,4,1,1,18,34,3,14,...,...,...,...,...,...,...,13
105,公立,技專校院,0027,國立高雄應用科技大學,博士班,女,46,9,2,0,0,0,4,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0028,國立臺北藝術大學,五專,男,41,2,0,0,0,2,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),男,609,26,1,0,8,8,4,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),男,316,111,3,2,51,9,24,0,5,...,...,...,...,...,...,...,17
105,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,男,65,15,1,2,2,0,3,0,3,...,...,...,...,...,...,...,4
105,公立,一般大學,0028,國立臺北藝術大學,博士班,男,24,5,1,0,1,1,1,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0028,國立臺北藝術大學,五專,女,46,2,0,0,1,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),女,1204,61,8,3,4,17,3,0,0,...,...,...,...,...,...,...,26
105,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),女,641,172,4,7,54,15,39,3,13,...,...,...,...,...,...,...,37
105,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,女,113,28,1,0,7,1,4,3,6,...,...,...,...,...,...,...,6
105,公立,一般大學,0028,國立臺北藝術大學,博士班,女,57,15,0,0,4,3,2,1,3,...,...,...,...,...,...,...,2
105,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),男,695,39,0,2,2,1,8,0,0,...,...,...,...,...,...,...,26
105,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),男,598,50,3,6,2,1,13,0,0,...,...,...,...,...,...,...,25
105,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),男,288,100,2,1,22,0,31,0,1,...,...,...,...,...,...,...,43
105,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,男,180,25,0,0,3,0,15,0,1,...,...,...,...,...,...,...,6
105,公立,一般大學,0029,國立臺灣藝術大學,博士班,男,48,8,0,0,2,0,3,0,1,...,...,...,...,...,...,...,2
105,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),女,1729,65,4,5,6,11,6,1,0,...,...,...,...,...,...,...,32
105,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),女,1341,109,8,1,7,6,35,4,4,...,...,...,...,...,...,...,44
105,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),女,470,100,3,5,18,0,31,4,8,...,...,...,...,...,...,...,31
105,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,女,281,45,3,1,9,0,14,3,5,...,...,...,...,...,...,...,10
105,公立,一般大學,0029,國立臺灣藝術大學,博士班,女,52,15,0,0,1,0,5,1,5,...,...,...,...,...,...,...,3
105,公立,一般大學,0030,國立臺東大學,學士班(日間),男,1728,104,6,1,26,19,6,0,0,...,...,...,...,...,...,...,46
105,公立,一般大學,0030,國立臺東大學,學士班(進修),男,91,19,0,1,0,0,3,0,0,...,...,...,...,...,...,...,15
105,公立,一般大學,0030,國立臺東大學,碩士班(日間),男,120,25,2,0,1,2,9,0,0,...,...,...,...,...,...,...,11
105,公立,一般大學,0030,國立臺東大學,碩士在職專班,男,174,54,1,0,3,1,17,0,2,...,...,...,...,...,...,...,30
105,公立,一般大學,0030,國立臺東大學,博士班,男,15,6,1,0,0,0,3,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0030,國立臺東大學,學士班(日間),女,1818,68,10,2,4,15,8,0,0,...,...,...,...,...,...,...,29
105,公立,一般大學,0030,國立臺東大學,學士班(進修),女,84,12,1,0,0,1,2,0,0,...,...,...,...,...,...,...,8
105,公立,一般大學,0030,國立臺東大學,碩士班(日間),女,186,62,2,4,4,1,23,1,5,...,...,...,...,...,...,...,22
105,公立,一般大學,0030,國立臺東大學,碩士在職專班,女,406,80,4,2,1,3,21,1,6,...,...,...,...,...,...,...,42
105,公立,一般大學,0030,國立臺東大學,博士班,女,25,10,0,0,1,0,4,0,1,...,...,...,...,...,...,...,4
105,公立,一般大學,0031,國立宜蘭大學,學士班(日間),男,2825,113,2,3,26,32,13,0,0,...,...,...,...,...,...,...,37
105,公立,一般大學,0031,國立宜蘭大學,學士班(進修),男,267,56,4,3,6,1,20,0,0,...,...,...,...,...,...,...,22
105,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),男,336,42,4,3,5,3,14,0,0,...,...,...,...,...,...,...,13
105,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,男,144,26,0,1,0,1,22,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0031,國立宜蘭大學,博士班,男,9,4,1,0,0,0,2,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0031,國立宜蘭大學,學士班(日間),女,1579,36,5,3,6,14,3,0,0,...,...,...,...,...,...,...,5
105,公立,一般大學,0031,國立宜蘭大學,學士班(進修),女,131,17,1,1,1,1,6,1,2,...,...,...,...,...,...,...,4
105,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),女,141,14,3,0,1,1,7,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,女,54,11,0,0,0,0,11,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0031,國立宜蘭大學,博士班,女,1,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0032,國立聯合大學,學士班(日間),男,4260,159,9,8,42,27,10,0,0,...,...,...,...,...,...,...,63
105,公立,一般大學,0032,國立聯合大學,學士班(進修),男,798,72,3,3,8,0,14,0,0,...,...,...,...,...,...,...,44
105,公立,一般大學,0032,國立聯合大學,碩士班(日間),男,294,18,0,0,4,1,4,0,0,...,...,...,...,...,...,...,9
105,公立,一般大學,0032,國立聯合大學,博士班,男,9,2,0,0,0,0,1,0,1,...,...,...,...,...,...,...,0
105,公立,一般大學,0032,國立聯合大學,學士班(日間),女,1865,40,5,1,10,12,5,1,1,...,...,...,...,...,...,...,5
105,公立,一般大學,0032,國立聯合大學,學士班(進修),女,525,26,1,0,4,2,10,2,2,...,...,...,...,...,...,...,5
105,公立,一般大學,0032,國立聯合大學,碩士班(日間),女,124,14,4,0,1,0,8,1,0,...,...,...,...,...,...,...,0
105,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),男,5608,210,21,72,32,58,14,0,0,...,...,...,...,...,...,...,13
105,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),男,1171,80,3,20,2,13,11,0,0,...,...,...,...,...,...,...,31
105,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),男,707,81,7,62,1,7,2,0,0,...,...,...,...,...,...,...,2
105,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,男,149,37,0,1,0,0,31,0,4,...,...,...,...,...,...,...,1
105,公立,技專校院,0033,國立虎尾科技大學,博士班,男,21,2,0,2,0,0,0,0,0,...,...,...,...,...,...,...,0
105,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),女,1878,49,9,14,5,13,2,2,2,...,...,...,...,...,...,...,2
105,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),女,336,30,4,11,1,2,3,2,0,...,...,...,...,...,...,...,7
105,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),女,153,17,3,3,0,3,4,1,1,...,...,...,...,...,...,...,2
105,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,女,62,13,0,2,0,0,9,0,2,...,...,...,...,...,...,...,0
105,公立,技專校院,0034,國立高雄海洋科技大學,五專,男,441,11,1,1,0,5,1,0,0,...,...,...,...,...,...,...,3
105,公立,技專校院,0034,國立高雄海洋科技大學,學士班(日間),男,3139,147,2,4,8,26,31,0,0,...,...,...,...,...,...,...,76
105,公立,技專校院,0034,國立高雄海洋科技大學,學士班(進修),男,1183,139,3,12,2,30,47,0,0,...,...,...,...,...,...,...,45
105,公立,技專校院,0034,國立高雄海洋科技大學,碩士班(日間),男,220,44,2,2,0,2,18,0,0,...,...,...,...,...,...,...,20
105,公立,技專校院,0034,國立高雄海洋科技大學,碩士在職專班,男,116,31,0,0,0,0,26,0,0,...,...,...,...,...,...,...,5
105,公立,技專校院,0034,國立高雄海洋科技大學,博士班,男,16,1,0,0,0,0,0,0,0,...,...,...,...,...,...,...,1
105,公立,技專校院,0034,國立高雄海洋科技大學,五專,女,75,2,0,0,0,2,0,0,0,...,...,...,...,...,...,...,0
105,公立,技專校院,0034,國立高雄海洋科技大學,學士班(日間),女,1717,62,4,0,1,25,12,0,1,...,...,...,...,...,...,...,19
105,公立,技專校院,0034,國立高雄海洋科技大學,學士班(進修),女,624,53,1,5,0,16,22,0,0,...,...,...,...,...,...,...,9
105,公立,技專校院,0034,國立高雄海洋科技大學,碩士班(日間),女,118,21,0,0,1,1,11,1,1,...,...,...,...,...,...,...,6
105,公立,技專校院,0034,國立高雄海洋科技大學,碩士在職專班,女,50,23,0,2,0,0,16,0,2,...,...,...,...,...,...,...,3
105,公立,技專校院,0034,國立高雄海洋科技大學,博士班,女,4,1,0,0,0,0,1,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0035,國立臺南藝術大學,五專,男,71,6,0,0,0,5,0,0,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),男,213,17,0,0,0,5,2,0,0,...,...,...,...,...,...,...,10
105,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),男,188,54,0,2,0,1,6,0,0,...,...,...,...,...,...,...,45
105,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,男,14,11,0,0,0,0,5,0,2,...,...,...,...,...,...,...,4
105,公立,一般大學,0035,國立臺南藝術大學,博士班,男,18,7,0,0,0,1,2,0,2,...,...,...,...,...,...,...,2
105,公立,一般大學,0035,國立臺南藝術大學,五專,女,91,1,0,0,0,1,0,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),女,542,27,0,0,0,7,2,0,1,...,...,...,...,...,...,...,17
105,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),女,346,104,0,2,0,7,24,1,11,...,...,...,...,...,...,...,59
105,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,女,29,23,0,0,0,0,10,1,6,...,...,...,...,...,...,...,6
105,公立,一般大學,0035,國立臺南藝術大學,博士班,女,17,3,0,0,0,0,1,1,0,...,...,...,...,...,...,...,1
105,公立,一般大學,0036,國立臺南大學,學士班(日間),男,1811,65,2,3,10,20,7,0,0,...,...,...,...,...,...,...,23
105,公立,一般大學,0036,國立臺南大學,學士班(進修),男,45,8,0,0,0,2,3,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0036,國立臺南大學,碩士班(日間),男,454,111,6,9,1,2,36,0,0,...,...,...,...,...,...,...,57
105,公立,一般大學,0036,國立臺南大學,碩士在職專班,男,246,42,1,0,0,0,28,0,3,...,...,...,...,...,...,...,10
105,公立,一般大學,0036,國立臺南大學,博士班,男,78,21,1,0,0,0,13,0,1,...,...,...,...,...,...,...,6
105,公立,一般大學,0036,國立臺南大學,學士班(日間),女,2089,49,3,4,3,21,7,0,0,...,...,...,...,...,...,...,11
105,公立,一般大學,0036,國立臺南大學,學士班(進修),女,75,6,2,0,1,0,1,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0036,國立臺南大學,碩士班(日間),女,536,155,4,5,5,4,58,2,7,...,...,...,...,...,...,...,70
105,公立,一般大學,0036,國立臺南大學,碩士在職專班,女,451,95,1,0,0,0,52,2,15,...,...,...,...,...,...,...,25
105,公立,一般大學,0036,國立臺南大學,博士班,女,94,20,1,0,0,1,11,1,2,...,...,...,...,...,...,...,4
105,公立,一般大學,0037,國立臺北教育大學,學士班(日間),男,1164,47,2,2,0,4,3,0,1,...,...,...,...,...,...,...,35
105,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),男,388,119,2,12,0,3,34,0,6,...,...,...,...,...,...,...,62
105,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,男,250,53,2,4,0,0,41,0,5,...,...,...,...,...,...,...,1
105,公立,一般大學,0037,國立臺北教育大學,博士班,男,63,24,1,1,0,0,12,0,3,...,...,...,...,...,...,...,7
105,公立,一般大學,0037,國立臺北教育大學,學士班(日間),女,2200,59,1,4,0,13,4,0,0,...,...,...,...,...,...,...,37
105,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),女,754,206,4,6,0,3,91,4,21,...,...,...,...,...,...,...,77
105,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,女,764,137,6,1,0,1,74,8,29,...,...,...,...,...,...,...,18
105,公立,一般大學,0037,國立臺北教育大學,博士班,女,74,25,0,1,0,0,11,0,5,...,...,...,...,...,...,...,8
105,公立,一般大學,0039,國立臺中教育大學,學士班(日間),男,1191,41,4,0,0,8,2,0,0,...,...,...,...,...,...,...,27
105,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),男,279,56,2,1,0,0,16,0,2,...,...,...,...,...,...,...,35
105,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,男,176,28,0,0,0,0,15,0,0,...,...,...,...,...,...,...,13
105,公立,一般大學,0039,國立臺中教育大學,博士班,男,56,18,0,0,0,0,11,0,0,...,...,...,...,...,...,...,7
105,公立,一般大學,0039,國立臺中教育大學,學士班(日間),女,2156,51,2,1,0,7,1,0,0,...,...,...,...,...,...,...,40
105,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),女,544,97,6,1,0,0,26,2,12,...,...,...,...,...,...,...,50
105,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,女,549,84,8,1,0,0,19,9,13,...,...,...,...,...,...,...,34
105,公立,一般大學,0039,國立臺中教育大學,博士班,女,70,9,0,0,0,0,5,1,2,...,...,...,...,...,...,...,1
105,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),男,1480,54,1,2,0,4,4,0,0,...,...,...,...,...,...,...,43
105,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),男,145,16,0,0,0,0,8,0,0,...,...,...,...,...,...,...,8
105,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),男,42,13,0,0,0,0,6,0,0,...,...,...,...,...,...,...,7
105,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,男,28,3,0,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),女,1088,22,2,2,0,0,5,0,0,...,...,...,...,...,...,...,13
105,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),女,184,14,1,0,0,2,6,0,0,...,...,...,...,...,...,...,5
105,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),女,37,5,0,0,0,0,3,0,0,...,...,...,...,...,...,...,2
105,公立,技專校院,0043,國立勤益科技大學,二專(日間),男,1,5,0,0,0,0,1,0,0,...,...,...,...,...,...,...,4
105,公立,技專校院,0043,國立勤益科技大學,學士班(日間),男,4673,282,12,17,39,12,28,0,0,...,...,...,...,...,...,...,174
105,公立,技專校院,0043,國立勤益科技大學,學士班(進修),男,2925,189,5,7,13,26,62,0,0,...,...,...,...,...,...,...,76
105,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),男,495,68,0,8,3,8,21,0,0,...,...,...,...,...,...,...,28
105,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,男,211,43,1,1,0,5,19,0,0,...,...,...,...,...,...,...,17
105,公立,技專校院,0043,國立勤益科技大學,二專(日間),女,0,2,0,0,0,0,0,0,0,...,...,...,...,...,...,...,2
105,公立,技專校院,0043,國立勤益科技大學,學士班(日間),女,2078,76,5,11,5,8,4,0,3,...,...,...,...,...,...,...,40
105,公立,技專校院,0043,國立勤益科技大學,學士班(進修),女,660,51,2,3,1,8,24,2,1,...,...,...,...,...,...,...,10
105,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),女,119,32,1,2,3,3,8,0,1,...,...,...,...,...,...,...,14
105,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,女,48,3,0,1,0,0,2,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0044,國立體育大學,學士班(日間),男,1025,104,2,6,0,4,25,0,1,...,...,...,...,...,...,...,66
105,公立,一般大學,0044,國立體育大學,學士班(進修),男,67,11,1,1,0,0,7,0,0,...,...,...,...,...,...,...,2
105,公立,一般大學,0044,國立體育大學,碩士班(日間),男,195,60,0,0,0,0,29,0,2,...,...,...,...,...,...,...,29
105,公立,一般大學,0044,國立體育大學,碩士在職專班,男,100,31,0,0,0,0,28,0,0,...,...,...,...,...,...,...,3
105,公立,一般大學,0044,國立體育大學,博士班,男,86,24,1,0,0,0,11,0,6,...,...,...,...,...,...,...,6
105,公立,一般大學,0044,國立體育大學,學士班(日間),女,616,39,2,5,0,1,12,0,0,...,...,...,...,...,...,...,19
105,公立,一般大學,0044,國立體育大學,學士班(進修),女,39,3,0,0,0,0,3,0,0,...,...,...,...,...,...,...,0
105,公立,一般大學,0044,國立體育大學,碩士班(日間),女,165,31,0,1,0,0,20,0,2,...,...,...,...,...,...,...,8
105,公立,一般大學,0044,國立體育大學,碩士在職專班,女,96,17,0,0,0,0,10,1,3,...,...,...,...,...,...,...,3
