學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
108,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,碩士班(日間),聖克里斯多福及尼維斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,博士班,印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,碩士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),香港,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
108,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),澳門,港澳,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0
108,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,碩士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,學士班(日間),馬來西亞,東協,7,3,4,0,0,0,7,3,4,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,學士班(日間),香港,港澳,7,5,2,0,0,0,0,0,0,7,5,2,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),印度尼西亞共和國,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),馬來西亞,東協,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),泰國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,博士班,越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,碩士班(日間),越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),香港,港澳,7,4,3,0,0,0,0,0,0,7,4,3,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),馬來西亞,東協,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),馬來西亞,東協,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),香港,港澳,5,1,4,0,0,0,0,0,0,5,1,4,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,碩士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),馬來西亞,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),澳門,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,碩士班(日間),緬甸,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,學士班(日間),馬來西亞,東協,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),馬來西亞,東協,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),澳門,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
108,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,碩士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),印度尼西亞共和國,東協,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),馬來西亞,東協,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),越南社會主義共和國,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),香港,港澳,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,碩士班(日間),緬甸,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),馬來西亞,東協,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),香港,港澳,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),澳門,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,碩士班(日間),緬甸,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,碩士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,博士班,印度,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,碩士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系生物醫學碩士班,碩士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),馬來西亞,東協,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,碩士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),馬來西亞,東協,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),香港,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,碩士班(日間),越南社會主義共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),馬來西亞,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),香港,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),澳門,港澳,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),馬來西亞,東協,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),香港,港澳,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),澳門,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),馬來西亞,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),澳門,港澳,7,5,2,0,0,0,0,0,0,7,5,2,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,博士班,大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),日本,其他亞洲地區,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),馬來西亞,東協,9,3,6,0,0,0,9,3,6,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),香港,港澳,14,7,7,0,0,0,0,0,0,14,7,7,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),緬甸,東協,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,肯亞共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),越南社會主義共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,學士班(日間),大陸地區,大陸地區,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
108,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,博士班,大陸地區,大陸地區,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
108,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,碩士班(日間),大陸地區,大陸地區,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),日本,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),馬來西亞,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),馬拉威共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),大陸地區,大陸地區,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系_香港二技專班,學士班(日間),香港,港澳,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,碩士班(日間),印度尼西亞共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,碩士班(日間),越南社會主義共和國,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,博士班,越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,博士班,聖露西亞,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),菲律賓共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),泰國,東協,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),越南社會主義共和國,東協,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),蒙古國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),荷蘭王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),大陸地區,大陸地區,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),緬甸,東協,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),印度尼西亞共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),馬來西亞,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),加拿大,北美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),大陸地區,大陸地區,30,10,20,0,0,0,0,0,0,0,0,0,30,10,20
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系_香港二技專班,學士班(日間),香港,港澳,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,博士班,印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,博士班,越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),印度尼西亞共和國,東協,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),菲律賓共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),泰國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),越南社會主義共和國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),聖文森(及格瑞那丁),中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,碩士班(日間),大陸地區,大陸地區,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1
108,公立,技專校院,0022,國立臺灣科技大學,04199011,科技管理研究所,碩士班(日間),印度尼西亞共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),印度尼西亞共和國,東協,8,2,6,8,2,6,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),泰國,東協,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),越南社會主義共和國,東協,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),蒙古國,其他亞洲地區,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),斯洛伐克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),薩爾瓦多,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),墨西哥合眾國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),尼加拉瓜,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,印度,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,越南社會主義共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
